id,name,price,guestCount,checkInOn,checkOutOn,statusNum
1iqv8zLHjjBEMu9dMYwVaDLDuJ45pGQjG,"Prosacco, Marvin and Schultz",$7324.73,1,23-02-2023,28-02-2023,Confirmed
1FKjH7SxoyEKN5LcNHJ7ocyRqdD3YwWBf8,Marvin Inc,$8925.68,3,21-04-2023,22-04-2023,Booked
1C1pLD8gSkDvw8LjYGem8u8ikKKsDk3EZR,Kuhn-Bosco,$8759.41,3,15-09-2022,19-09-2022,Booked
1AJGs5YV2AjCsUvU1Ke5CHWB5CvrVvt7TX,Nienow LLC,$5190.93,3,10-06-2023,15-06-2023,Booked
19ZxN8Z7pGHrhCmHpdD4BdU1TBgj22szd1,Harris and Sons,$4813.82,1,23-11-2022,29-11-2022,Confirmed
1KkF7z6ABBg7vvLUjyZWrQMTHAiwULDMMN,Hudson Inc,$795.54,2,29-07-2022,02-08-2022,Booked
13t1Cdkr4GXReZpzSnWZHxh6KtSVhcaGfu,Murphy Inc,$1357.85,1,29-06-2022,05-07-2022,Confirmed
13A8ga6uLJri35ehWDLmaaqQX5qdzVGTu2,"Kuhic, Casper and Effertz",$4661.30,3,06-02-2023,11-02-2023,Booked
1ACGrTk2vTerWETrLmqzJjxW51iadh7BEm,Kemmer-Stokes,$6448.85,1,14-06-2022,18-06-2022,Confirmed
1PU5j2WQWrNWYfptfr4TnCAa6o6rCmh7uq,Dare and Sons,$6971.73,5,15-08-2022,20-08-2022,Cancelled
15XwoAm4TCGEdVNE9Qs8vV8vyhA8t6iYNn,Herzog Inc,$5632.89,1,06-06-2023,12-06-2023,Confirmed
14kwWQJ72aumzhP4eTZ8uQ8sgAgFGukLjB,Hodkiewicz-Keeling,$4904.74,3,20-10-2022,22-10-2022,Booked
1Fidem9VocJLM9DVvVD24MDZiDc4puGeFT,"Kessler, Swift and Macejkovic",$1544.53,3,15-05-2023,19-05-2023,Booked
19WYheQxL57qrA9MgPWAnEzAH31SVXVLvQ,"Klein, Hills and Mayer",$2247.43,3,08-05-2023,10-05-2023,Booked
1HWcNqYmhZ4Yi4KGXziL2sKTZqJggqeQ2B,"Tillman, Konopelski and Tremblay",$1478.89,4,17-05-2023,23-05-2023,Booked
1MEZQSTudKfzWvJjTrgRFqz9jQJvEk4tSX,Bradtke Inc,$7865.25,5,22-04-2023,23-04-2023,Cancelled
1Kx2S1HmuJvN3rWqd7VgeUeY725ebf9cBN,Crist LLC,$6264.12,4,29-12-2022,03-01-2023,Booked
13d84YLvd4nctYbsTYE8tmD9e5qYiFX4cw,Skiles-Weimann,$4011.38,1,04-09-2022,07-09-2022,Confirmed
1JCa1vZYYu24y2XqfewLsYcd33iP7yi29e,Wisoky and Sons,$3961.24,3,08-01-2023,13-01-2023,Booked
1CS8jEMVGyf89ZDHRajDnWgoLRjj5qs85i,Russel LLC,$8691.61,3,02-11-2022,07-11-2022,Booked
1DByohEAAxkjjkaPNwWsUFcBPNepv7sv3T,Abbott-Morissette,$6273.03,4,22-03-2023,28-03-2023,Booked
